-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2000 through 12/31/2024 in LST
Location: latitude  32.9348   longitude 72.8576 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 448.45 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DNI       CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DIFF      CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (kW-hr/m^2/day) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface Total PAR (kW-hr/m^2/day) 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX                 MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN                 MERRA-2 Temperature at 2 Meters Minimum (C) 
TS                      MERRA-2 Earth Skin Temperature (C) 
T2MWET                  MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR             MERRA-2 Precipitation Corrected (mm/day) 
T2MDEW                  MERRA-2 Dew/Frost Point at 2 Meters (C) 
WS10M                   MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX               MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
PS                      MERRA-2 Surface Pressure (kPa) 
ALLSKY_SFC_LW_DWN       CERES SYN1deg All Sky Surface Longwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (W m-2 x 40) 
QV2M                    MERRA-2 Specific Humidity at 2 Meters (g/kg) 
PSC                     MERRA-2 Corrected Atmospheric Pressure (Adjusted For Site Elevation) (kPa) 
WSC                     MERRA-2 Corrected Wind Speed (Adjusted For Elevation) (m/s) 
Message(s): 
Corrected Wind Speed has a custom surface implemented: Crop: 20-m broadleaf-deciduous trees (10%) & wheat (vegtype_12) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,ALLSKY_KT,ALLSKY_SFC_PAR_TOT,T2M,T2M_MAX,T2M_MIN,TS,T2MWET,RH2M,PRECTOTCORR,T2MDEW,WS10M,WS10M_MAX,PS,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_UV_INDEX,QV2M,PSC,WSC
2007,1,9,3.46,3.5,4.99,1.17,0.66,1.47,9.0,16.89,4.01,5.53,2.98,43.76,0.0,-3.05,1.64,2.41,96.71,6.26,0.49,3.16,90.86,1.37
2007,1,10,3.45,3.47,4.75,1.24,0.65,1.45,8.54,16.76,4.21,6.39,3.86,54.49,0.0,-0.82,2.69,3.62,96.84,6.37,0.48,3.74,90.98,2.44
2007,1,11,3.77,3.77,6.39,0.93,0.71,1.58,9.51,18.11,2.62,6.98,4.09,49.53,0.0,-1.33,2.13,3.36,96.56,6.15,0.55,3.59,90.73,1.88
2007,1,12,3.85,3.86,7.05,0.79,0.72,1.61,9.23,17.11,4.57,6.6,3.87,49.01,0.0,-1.5,2.24,3.23,96.69,5.99,0.48,3.55,90.86,1.92
2007,1,13,3.59,3.93,5.23,1.27,0.67,1.52,8.67,16.86,4.26,6.62,3.03,47.39,0.0,-2.61,2.77,3.6,96.78,6.29,0.48,3.26,90.92,2.49
2007,1,14,3.0,3.8,3.89,1.32,0.56,1.31,7.83,15.18,3.39,5.58,2.41,47.72,0.0,-3.02,2.56,3.27,96.52,6.49,0.49,3.17,90.67,2.34
2007,1,15,3.79,3.87,6.94,0.77,0.7,1.65,9.24,17.55,4.92,7.46,3.45,46.76,0.0,-2.33,2.89,3.64,96.47,6.36,0.56,3.35,90.64,2.55
2007,1,16,3.6,3.85,5.99,1.04,0.66,1.55,10.67,19.63,4.88,8.11,4.81,46.26,0.0,-1.04,2.44,3.19,96.51,6.44,0.53,3.7,90.71,2.09
2007,1,17,2.76,3.82,2.12,1.93,0.5,1.22,9.42,18.48,4.91,7.76,4.9,55.47,0.0,0.39,3.08,3.71,96.86,6.94,0.49,4.1,91.01,2.96
2007,1,18,1.63,3.32,0.38,1.35,0.29,0.74,10.01,15.54,5.0,7.58,5.52,54.67,0.23,1.03,3.06,7.02,96.73,7.93,0.32,4.3,90.91,2.63
2007,1,19,3.64,3.64,4.82,1.29,0.65,1.53,9.76,18.25,4.69,9.36,6.88,70.5,0.01,3.99,3.54,4.91,96.73,6.53,0.54,5.25,90.9,3.56
2007,1,20,4.08,4.09,7.21,0.85,0.73,1.71,9.36,18.51,3.06,8.53,5.04,58.56,0.0,0.71,2.61,3.42,96.5,6.08,0.61,4.17,90.68,2.51
2007,1,21,4.15,4.21,7.52,0.81,0.74,1.73,9.27,19.16,3.85,8.14,3.83,50.05,0.0,-1.6,3.75,4.78,96.71,6.12,0.62,3.51,90.87,3.64
2007,1,22,4.26,4.3,7.99,0.75,0.75,1.77,9.16,20.52,2.21,7.96,3.07,46.18,0.0,-3.02,3.15,3.79,96.66,6.27,0.66,3.19,90.82,3.09
2007,1,23,3.92,4.12,5.98,1.35,0.69,1.66,11.67,21.43,3.16,8.75,4.48,39.59,0.0,-2.71,2.07,3.62,96.76,6.39,0.66,3.25,90.97,1.88
2007,1,24,2.77,3.9,1.62,1.9,0.48,1.22,11.93,20.58,6.98,9.33,5.26,41.87,0.0,-1.42,2.24,3.17,96.87,7.33,0.52,3.57,91.07,1.95
2007,1,25,3.87,4.03,5.81,1.13,0.67,1.71,13.68,24.07,6.19,12.18,7.75,48.17,0.01,1.82,3.04,3.66,96.67,7.56,0.68,4.55,90.92,2.83
2007,1,26,2.8,3.87,2.37,1.63,0.48,1.26,15.37,23.97,10.07,14.61,10.41,54.35,0.02,5.45,3.12,4.68,96.49,8.2,0.56,5.91,90.78,3.24
2007,1,27,3.51,3.56,3.84,1.52,0.59,1.51,16.07,23.76,10.85,14.82,11.42,57.6,0.0,6.77,2.38,3.77,96.54,7.62,0.55,6.39,90.85,2.41
2007,1,28,3.53,3.57,3.63,1.58,0.59,1.48,15.55,23.47,8.85,13.45,10.4,53.28,0.01,5.26,2.17,3.49,96.68,7.31,0.59,5.74,90.96,2.04
2007,1,29,3.8,3.82,4.58,1.39,0.63,1.61,15.76,24.69,9.21,13.34,9.6,46.31,0.0,3.44,1.9,3.15,96.6,7.28,0.69,5.07,90.9,1.68
2007,1,30,4.07,4.08,5.81,1.17,0.68,1.77,16.94,25.61,11.85,14.27,10.47,44.47,0.0,3.99,1.79,2.67,96.65,7.49,0.75,5.29,90.96,1.53
2007,1,31,4.31,4.34,6.85,0.97,0.71,1.87,15.19,24.27,9.18,13.67,9.52,49.58,0.0,3.84,3.29,4.57,96.77,7.1,0.84,5.2,91.04,3.02
2007,2,1,4.43,4.44,7.18,0.93,0.72,1.9,15.24,25.31,7.39,13.09,8.49,43.87,0.0,1.74,3.08,4.17,96.51,6.93,0.89,4.53,90.8,2.78
2007,2,2,3.94,4.19,4.54,1.79,0.64,1.71,16.67,24.73,11.79,12.92,9.64,40.07,0.0,2.62,1.28,2.36,96.54,7.35,0.86,4.82,90.86,1.02
2007,2,3,2.26,4.12,0.33,1.87,0.36,1.06,14.98,21.77,11.69,12.9,9.83,51.81,0.09,4.67,1.94,3.73,96.57,8.01,0.67,5.58,90.85,1.89
2007,2,4,4.33,4.42,6.33,1.28,0.69,1.92,14.68,22.84,9.86,13.94,10.55,60.76,0.0,6.43,2.88,4.35,96.4,7.31,0.86,6.26,90.68,2.61
2007,2,5,2.97,4.37,1.71,2.04,0.47,1.37,15.1,22.89,8.63,14.05,10.96,60.46,0.0,6.82,2.26,3.04,96.12,7.84,0.73,6.45,90.43,2.06
2007,2,6,3.1,4.32,2.83,1.66,0.49,1.41,15.91,22.51,10.58,15.11,12.17,63.07,0.02,8.43,1.99,2.8,96.16,7.98,0.69,7.18,90.48,1.71
2007,2,7,4.53,4.57,7.11,1.0,0.7,1.99,15.8,23.51,9.98,14.43,11.36,58.07,0.0,6.92,2.29,3.18,96.31,7.22,0.95,6.47,90.63,1.91
2007,2,8,3.24,4.56,2.14,2.24,0.5,1.46,16.18,22.88,9.37,14.8,11.03,52.76,0.01,5.88,1.75,2.71,96.5,7.55,0.8,6.02,90.81,1.49
2007,2,9,1.86,3.94,0.08,1.6,0.28,0.88,13.57,18.09,11.35,13.1,11.16,74.08,1.6,8.75,2.25,3.26,96.47,8.15,0.47,7.35,90.73,2.24
2007,2,10,0.62,3.38,0.03,0.54,0.09,0.33,12.0,13.97,10.72,11.93,11.21,90.06,35.64,10.41,6.47,9.89,96.05,8.34,0.16,8.22,90.3,5.23
2007,2,11,0.92,3.75,0.04,0.8,0.14,0.48,11.01,12.67,9.33,10.97,10.52,93.57,23.82,10.02,6.36,10.79,95.8,8.36,0.23,8.02,90.05,5.06
2007,2,12,1.09,4.34,0.0,0.95,0.16,0.55,11.25,14.27,8.43,11.22,10.25,87.85,13.67,9.24,1.95,3.41,96.22,8.32,0.29,7.58,90.45,1.65
2007,2,13,2.62,4.55,1.33,1.79,0.39,1.22,11.38,14.58,8.96,10.98,10.05,84.45,6.05,8.72,1.55,2.49,95.95,8.1,0.55,7.34,90.2,1.4
2007,2,14,3.06,4.55,3.26,1.53,0.45,1.35,11.66,17.06,6.01,11.45,9.65,77.74,1.23,7.64,1.95,3.71,96.17,7.77,0.54,6.81,90.41,1.69
2007,2,15,3.05,4.54,1.7,1.89,0.44,1.38,11.51,15.48,7.28,10.55,9.64,78.75,1.38,7.78,1.32,2.7,96.35,7.88,0.61,6.85,90.58,1.05
2007,2,16,4.59,4.95,6.89,1.12,0.66,2.02,12.14,17.51,6.34,11.15,9.38,71.07,0.0,6.61,1.73,2.82,96.26,7.37,0.84,6.33,90.5,1.38
2007,2,17,4.16,4.7,4.67,1.57,0.6,1.83,12.36,18.32,6.96,11.16,9.05,65.87,0.0,5.73,1.43,2.23,96.37,7.23,0.77,5.95,90.62,1.19
2007,2,18,1.01,4.35,0.08,0.86,0.14,0.51,9.45,12.81,6.52,8.58,7.75,79.44,2.26,6.05,1.92,2.98,96.57,8.05,0.25,6.1,90.74,1.8
2007,2,19,4.95,5.03,7.04,1.11,0.7,2.2,11.15,18.44,6.1,11.02,8.52,72.01,0.0,5.88,2.55,3.05,96.81,7.15,0.99,6.0,91.01,2.36
2007,2,20,3.81,4.9,2.92,2.18,0.53,1.73,11.45,16.72,7.68,10.77,8.53,68.99,0.07,5.62,3.24,4.84,96.66,7.64,0.91,5.91,90.87,3.12
2007,2,21,1.23,4.58,0.39,0.97,0.17,0.61,12.32,17.44,8.93,11.78,10.9,83.3,8.47,9.48,2.77,5.3,96.56,8.17,0.37,7.72,90.79,2.4
2007,2,22,5.25,5.4,8.1,0.95,0.72,2.3,12.34,20.72,6.59,12.09,9.96,75.05,0.0,7.59,3.4,4.51,96.53,7.07,1.2,6.77,90.76,3.35
2007,2,23,5.64,5.66,9.62,0.59,0.77,2.4,12.85,21.82,5.65,11.67,8.35,57.47,0.0,3.85,3.21,4.7,96.19,6.55,0.96,5.24,90.45,3.0
2007,2,24,5.14,5.5,7.11,1.42,0.7,2.22,15.21,22.15,9.07,12.88,9.6,48.74,0.0,4.0,1.7,2.35,96.15,7.06,0.96,5.33,90.46,1.38
2007,2,25,4.81,5.14,5.64,1.52,0.65,2.08,15.52,22.07,11.42,14.36,10.8,55.76,0.0,6.08,1.61,2.82,96.13,7.72,0.86,6.12,90.44,1.37
2007,2,26,3.19,4.9,2.07,1.97,0.42,1.44,14.03,20.13,8.32,13.1,10.42,63.97,3.51,6.81,1.94,3.02,95.99,7.98,0.78,6.46,90.29,1.68
2007,2,27,0.98,4.4,0.02,0.83,0.13,0.5,10.84,14.07,7.65,10.4,10.16,91.32,9.95,9.48,2.96,4.84,95.9,8.25,0.3,7.73,90.15,2.73
2007,2,28,4.04,4.88,2.89,2.1,0.53,1.79,12.06,19.45,6.23,11.82,9.87,76.57,0.42,7.67,2.14,2.92,95.8,7.45,0.84,6.85,90.07,2.04
2007,3,1,4.83,5.28,4.64,1.97,0.63,2.14,12.87,19.94,7.1,12.72,10.65,76.31,0.53,8.43,1.94,3.16,96.03,7.29,1.02,7.19,90.31,1.82
2007,3,2,5.18,5.55,6.22,1.6,0.67,2.29,13.31,20.59,6.78,12.96,9.72,64.77,0.02,6.13,2.52,2.98,96.37,7.4,1.21,6.13,90.63,2.22
2007,3,3,3.38,5.16,1.97,1.94,0.43,1.54,13.24,18.72,9.48,12.94,10.1,67.42,1.14,6.96,2.33,2.99,96.35,8.36,0.92,6.52,90.61,2.16
2007,3,4,3.98,5.0,2.95,2.06,0.51,1.74,13.57,20.35,8.4,13.44,10.75,70.98,7.93,7.93,2.67,4.87,96.56,7.57,0.91,6.93,90.81,2.71
2007,3,5,5.72,5.73,7.32,1.35,0.72,2.49,12.82,21.22,6.87,12.53,9.43,66.99,0.22,6.04,3.92,5.11,96.67,6.96,1.27,6.06,90.9,3.87
2007,3,6,5.96,5.96,8.53,1.02,0.75,2.58,13.69,22.92,5.65,12.72,9.21,58.12,0.0,4.74,3.42,4.57,96.29,6.86,1.31,5.59,90.57,3.17
2007,3,7,6.05,6.05,9.03,0.87,0.75,2.62,15.06,23.85,8.27,13.4,10.04,53.74,0.0,5.02,2.9,3.75,96.07,6.86,1.31,5.73,90.38,2.47
2007,3,8,6.01,6.03,8.7,0.92,0.74,2.64,16.5,24.14,10.36,14.58,10.91,49.6,0.0,5.32,1.85,3.04,95.87,7.32,1.36,5.83,90.22,1.54
2007,3,9,3.64,5.19,2.15,1.95,0.45,1.63,15.14,21.12,11.08,14.66,11.17,61.06,2.55,7.19,2.98,5.28,95.98,8.14,0.8,6.61,90.3,3.09
2007,3,10,4.26,5.59,3.49,2.07,0.52,1.9,14.61,19.53,9.33,14.49,11.52,67.42,0.02,8.44,3.18,6.08,96.32,8.01,0.85,7.2,90.61,2.72
2007,3,11,1.44,5.2,0.08,1.19,0.17,0.72,13.8,18.27,11.01,13.53,11.94,79.49,24.3,10.08,1.89,3.07,96.09,8.24,0.36,8.04,90.38,1.75
2007,3,12,1.97,4.83,0.32,1.54,0.24,0.94,12.21,15.23,8.98,12.11,11.26,88.71,23.86,10.31,1.61,2.44,95.74,8.27,0.4,8.18,90.02,1.55
2007,3,13,5.07,6.04,5.31,1.9,0.6,2.24,12.15,17.8,6.99,12.01,10.5,81.96,1.61,8.85,2.22,2.87,96.1,7.44,1.02,7.39,90.35,1.98
2007,3,14,5.98,6.04,7.27,1.48,0.71,2.6,12.2,17.94,7.05,12.03,9.68,73.54,0.87,7.16,2.3,2.78,96.42,6.96,1.11,6.57,90.66,2.05
2007,3,15,5.96,6.11,7.41,1.41,0.7,2.61,12.83,20.41,6.4,12.29,9.26,64.09,0.0,5.68,2.79,3.61,96.58,7.32,1.17,5.97,90.82,2.47
2007,3,16,5.44,5.82,4.93,2.18,0.63,2.44,14.37,21.64,8.58,13.9,10.84,64.37,0.0,7.31,3.45,4.54,96.39,7.8,1.23,6.76,90.67,3.37
2007,3,17,5.68,5.72,5.29,2.04,0.66,2.55,17.13,25.02,8.93,16.34,13.32,62.9,0.0,9.51,2.58,4.76,96.14,8.08,1.31,7.88,90.49,2.31
2007,3,18,4.64,5.64,1.81,3.07,0.53,2.12,19.4,25.49,14.09,18.6,15.88,65.14,0.09,12.36,1.84,2.65,95.95,8.64,1.2,9.4,90.35,1.67
2007,3,19,3.41,5.55,1.24,2.2,0.39,1.58,19.53,25.66,15.34,18.8,16.81,72.25,12.28,14.09,3.51,5.37,95.74,9.03,0.98,10.55,90.16,3.47
2007,3,20,4.71,5.55,3.05,2.36,0.54,2.13,17.08,21.49,13.38,16.9,15.99,87.52,48.26,14.9,1.97,4.95,95.96,8.75,1.27,11.06,90.32,2.03
2007,3,21,4.72,5.79,3.36,2.24,0.53,2.11,15.78,20.66,12.19,15.44,14.39,84.72,14.45,13.0,3.02,4.43,96.03,8.12,1.26,9.76,90.36,2.74
2007,3,22,6.59,6.61,8.62,1.18,0.74,2.91,16.41,23.72,10.74,16.45,13.22,69.3,0.0,10.03,2.39,3.55,96.42,7.43,1.76,7.99,90.74,2.65
2007,3,23,6.67,6.68,8.72,1.18,0.74,2.93,17.1,25.49,9.55,16.0,12.98,60.66,0.0,8.86,3.42,4.2,96.33,7.34,1.87,7.42,90.67,3.17
2007,3,24,5.43,6.52,4.5,2.68,0.6,2.41,17.58,24.9,10.89,15.62,12.92,56.49,0.0,8.26,2.82,4.79,96.22,7.57,1.52,7.12,90.58,2.49
2007,3,25,6.55,6.66,7.85,1.61,0.72,2.87,17.91,25.59,12.37,16.09,13.26,56.57,0.0,8.61,3.13,4.97,96.17,7.46,1.62,7.33,90.53,2.86
2007,3,26,5.79,6.52,4.53,2.73,0.63,2.59,18.71,27.11,10.71,17.78,14.87,63.34,0.0,11.02,3.48,4.65,96.01,8.06,1.57,8.69,90.4,3.24
2007,3,27,6.49,6.57,6.95,1.83,0.71,2.89,20.93,28.46,12.87,18.68,16.09,55.69,0.0,11.25,3.1,5.15,96.15,8.2,1.75,8.75,90.57,2.65
2007,3,28,6.23,6.46,6.35,2.11,0.67,2.83,22.77,29.91,14.85,20.45,17.49,53.01,0.0,12.21,1.64,2.71,96.17,8.53,1.75,9.31,90.62,1.37
2007,3,29,6.14,6.37,5.59,2.44,0.66,2.79,24.26,30.96,17.54,22.2,19.28,54.95,0.0,14.3,1.5,2.06,96.06,8.97,1.86,10.71,90.55,1.21
2007,3,30,6.14,6.44,5.49,2.44,0.66,2.8,23.89,30.01,17.89,22.81,20.06,63.89,0.0,16.24,1.53,2.88,95.94,8.98,1.95,12.09,90.42,1.39
2007,3,31,6.18,6.46,5.41,2.33,0.66,2.76,23.47,30.22,18.55,22.91,20.52,71.16,0.0,17.56,3.54,4.71,95.84,8.79,1.81,13.14,90.33,3.63
2007,4,1,5.93,6.31,4.9,2.32,0.63,2.63,19.25,23.94,15.03,18.83,16.34,70.84,8.03,13.43,3.88,9.62,95.98,8.36,1.6,10.1,90.37,3.54
2007,4,2,7.11,7.15,8.98,1.31,0.75,3.08,19.14,26.61,12.85,18.39,14.73,59.39,0.0,10.33,3.56,4.35,96.03,7.4,1.9,8.22,90.42,3.24
2007,4,3,5.5,7.09,3.43,3.25,0.58,2.43,19.42,28.08,11.86,18.08,14.23,53.65,0.0,9.04,3.41,4.26,96.0,7.97,1.62,7.6,90.4,3.21
2007,4,4,4.06,6.7,0.69,3.23,0.42,1.88,22.24,29.83,15.76,20.91,16.43,50.19,0.0,10.6,2.07,3.25,95.97,8.92,1.21,8.4,90.43,1.84
2007,4,5,6.6,6.84,6.6,2.2,0.68,2.96,23.13,30.07,16.75,22.12,18.22,56.37,0.0,13.32,2.67,3.47,96.02,8.6,1.84,10.02,90.48,2.35
2007,4,6,5.54,6.9,3.24,3.49,0.57,2.53,22.9,29.75,17.58,21.83,18.16,57.28,0.0,13.42,2.41,2.97,95.99,8.72,1.64,10.08,90.45,2.12
2007,4,7,6.96,7.12,7.81,1.73,0.71,3.09,23.42,30.58,16.34,22.5,18.34,55.32,0.0,13.27,2.53,3.15,95.86,8.32,1.86,9.98,90.35,2.21
2007,4,8,6.31,7.09,5.18,2.38,0.64,2.84,23.49,30.78,18.04,22.28,17.79,51.18,0.0,12.08,2.2,2.81,95.86,8.51,1.75,9.24,90.35,1.88
2007,4,9,7.19,7.25,8.43,1.49,0.73,3.19,23.66,31.75,16.07,22.41,17.9,51.24,0.0,12.14,3.14,3.9,95.84,8.32,1.85,9.27,90.33,2.73
2007,4,10,7.05,7.17,7.34,1.85,0.71,3.14,24.45,33.59,16.29,23.09,18.1,47.92,0.0,11.75,3.08,3.86,95.71,8.61,1.9,9.07,90.22,2.75
2007,4,11,7.22,7.27,7.72,1.78,0.73,3.18,25.89,34.64,16.37,23.72,18.82,43.88,0.0,11.74,2.96,4.29,95.56,8.47,1.98,9.09,90.1,2.5
2007,4,12,7.17,7.24,7.62,1.78,0.72,3.19,26.51,35.18,18.12,24.95,19.5,44.48,0.0,12.49,2.32,2.71,95.52,8.79,2.1,9.6,90.07,1.95
2007,4,13,7.09,7.16,7.22,1.91,0.71,3.15,27.14,34.85,19.02,25.84,20.58,46.88,0.0,14.02,1.78,2.5,95.67,8.9,2.09,10.5,90.23,1.45
2007,4,14,7.09,7.19,7.5,1.78,0.71,3.2,27.68,36.09,19.49,27.39,21.49,50.28,0.0,15.29,1.93,2.89,95.83,9.15,2.18,11.42,90.39,1.79
2007,4,15,7.06,7.11,7.16,1.86,0.7,3.19,28.78,36.8,21.43,28.29,22.06,47.48,0.0,15.35,1.69,2.82,95.8,9.23,2.27,11.45,90.38,1.49
2007,4,16,7.02,7.17,7.2,1.97,0.69,3.18,29.35,37.18,20.95,28.79,22.61,47.31,0.0,15.88,1.7,2.8,95.68,9.58,2.29,11.85,90.28,1.49
2007,4,17,6.85,6.9,6.34,2.16,0.67,3.12,29.66,36.97,22.3,29.42,22.93,47.61,0.01,16.21,2.0,2.96,95.5,9.6,2.2,12.16,90.11,1.9
2007,4,18,7.01,7.11,6.88,2.08,0.69,3.15,28.31,34.97,22.44,28.37,21.89,48.42,0.01,15.48,3.08,5.13,95.77,9.49,2.15,11.57,90.34,2.77
2007,4,19,6.55,6.89,5.09,2.53,0.64,2.98,27.39,34.22,20.81,27.66,21.39,50.86,0.46,15.4,2.26,3.38,95.96,9.7,2.11,11.47,90.51,2.0
2007,4,20,7.07,7.32,7.26,2.41,0.69,3.2,27.09,34.76,19.43,27.21,20.68,49.12,0.07,14.28,2.95,3.44,95.79,9.37,2.36,10.68,90.34,2.65
2007,4,21,7.5,7.65,8.57,1.68,0.72,3.33,28.7,36.81,20.23,27.89,20.34,39.28,0.0,11.97,2.01,2.6,95.5,9.01,2.3,9.25,90.1,1.66
2007,4,22,7.31,7.53,7.24,2.32,0.7,3.22,28.83,37.12,20.76,28.28,20.44,39.21,0.0,12.05,2.1,3.4,95.35,9.12,2.25,9.3,89.96,1.8
2007,4,23,7.48,7.58,7.5,2.15,0.72,3.28,27.85,35.77,20.93,27.87,19.69,39.88,1.35,11.53,3.07,3.77,95.42,8.86,2.17,8.97,90.01,2.87
2007,4,24,7.0,7.66,6.04,2.52,0.67,3.1,28.05,36.66,19.41,28.03,19.13,36.94,0.0,10.2,2.26,3.24,95.43,9.06,2.24,8.31,90.02,2.06
2007,4,25,7.68,7.82,8.72,1.66,0.73,3.39,28.75,37.28,22.13,28.0,19.45,34.71,0.0,10.16,2.67,3.9,95.49,8.75,2.34,8.22,90.09,2.25
2007,4,26,7.54,7.66,7.14,2.39,0.72,3.24,28.76,38.65,19.7,28.15,19.01,34.02,0.0,9.27,2.48,3.25,95.61,8.62,2.15,7.79,90.2,2.15
2007,4,27,7.72,7.86,7.68,2.16,0.73,3.35,29.93,39.13,20.16,28.68,19.32,30.78,0.0,8.7,2.31,3.1,95.62,8.89,2.39,7.53,90.23,1.88
2007,4,28,7.62,7.78,7.69,2.1,0.72,3.34,29.56,38.35,20.44,28.59,19.35,31.96,0.0,9.14,2.42,3.13,95.57,9.01,2.39,7.73,90.18,1.94
2007,4,29,7.09,7.38,5.87,2.66,0.67,3.12,30.13,38.87,20.99,29.44,20.08,32.57,0.0,10.02,2.12,3.07,95.58,9.5,2.19,8.16,90.19,1.79
2007,4,30,6.19,7.17,3.87,3.43,0.58,2.81,30.27,39.68,22.61,30.38,21.33,37.51,0.0,12.39,2.12,3.25,95.69,10.0,1.99,9.57,90.3,1.94
2007,5,1,7.19,7.38,6.26,2.64,0.67,3.22,31.29,40.11,22.3,31.72,22.53,38.6,0.0,13.78,1.97,2.75,95.77,9.83,2.25,10.44,90.39,1.76
2007,5,2,7.4,7.49,6.72,2.41,0.69,3.28,31.38,39.6,22.87,31.92,23.03,40.22,0.0,14.69,2.09,2.84,95.54,9.66,2.31,11.07,90.18,1.7
2007,5,3,7.04,7.28,5.69,2.71,0.65,3.12,30.79,37.98,23.78,31.2,22.85,41.73,1.76,14.91,2.17,3.01,95.39,9.8,2.25,11.27,90.03,1.75
2007,5,4,6.49,6.98,3.95,3.2,0.6,2.89,30.58,38.26,23.44,31.49,22.91,43.41,1.16,15.24,2.14,3.15,95.51,10.13,2.08,11.49,90.14,2.04
2007,5,5,7.61,7.7,7.34,2.27,0.7,3.4,30.64,38.58,23.73,31.41,22.59,41.32,0.0,14.54,2.85,3.69,95.59,9.6,2.59,10.92,90.22,2.49
2007,5,6,7.92,7.99,8.3,1.93,0.73,3.51,31.68,39.79,22.82,32.14,22.05,34.76,0.0,12.41,1.92,2.45,95.33,9.31,2.74,9.58,89.99,1.62
2007,5,7,7.62,7.77,7.32,2.3,0.7,3.4,31.93,39.43,24.08,32.22,22.27,33.67,0.04,12.62,1.89,3.62,95.16,9.66,2.45,9.7,89.83,1.51
2007,5,8,7.18,7.37,5.34,3.01,0.66,3.23,30.19,37.77,22.29,31.09,22.08,40.75,2.63,13.97,2.71,5.15,95.3,10.24,2.49,10.58,89.93,2.54
2007,5,9,7.72,7.92,7.88,2.1,0.71,3.52,30.19,38.11,21.95,31.61,20.77,34.98,0.0,11.36,2.92,5.07,95.39,9.86,2.68,8.91,90.02,2.7
2007,5,10,6.9,7.9,6.68,2.11,0.63,3.14,30.96,39.49,22.95,32.37,20.79,31.99,0.59,10.62,2.03,3.92,95.38,9.85,2.45,8.48,90.03,1.94
2007,5,11,7.94,8.0,8.87,1.77,0.72,3.47,30.28,37.97,21.78,31.28,20.23,32.3,0.78,10.18,2.58,4.97,95.19,9.56,2.35,8.24,89.83,2.21
2007,5,12,7.84,7.93,7.51,2.26,0.71,3.38,31.49,39.6,22.87,32.55,20.08,27.31,0.0,8.67,1.83,2.9,95.3,8.95,2.36,7.46,89.95,1.51
2007,5,13,7.61,7.75,6.69,2.6,0.69,3.3,31.32,39.29,21.97,32.95,20.19,27.87,0.0,9.06,2.17,3.13,95.33,9.33,2.26,7.61,89.99,1.88
2007,5,14,7.44,7.57,6.17,2.67,0.67,3.24,33.98,40.96,25.26,34.63,22.15,25.0,0.0,10.32,1.27,2.01,95.08,9.69,2.14,8.28,89.79,0.97
2007,5,15,7.06,7.32,5.35,2.91,0.64,3.12,35.96,42.77,26.42,36.54,23.79,24.34,0.0,11.62,1.53,3.14,94.82,10.24,2.1,9.06,89.58,1.12
2007,5,16,7.3,7.46,6.2,2.62,0.66,3.29,34.08,40.81,26.81,34.3,25.42,39.01,13.2,16.76,2.92,4.77,95.03,10.41,2.31,12.75,89.74,2.49
2007,5,17,7.92,8.01,7.98,2.05,0.71,3.58,32.9,39.98,24.27,33.57,23.88,38.29,0.27,14.85,1.97,3.29,95.25,10.05,2.63,11.33,89.93,1.59
2007,5,18,7.32,7.57,5.63,2.93,0.66,3.29,33.28,40.68,24.67,33.81,23.99,35.93,0.0,14.7,3.08,5.12,95.06,10.25,2.47,11.17,89.76,2.51
2007,5,19,7.43,7.77,5.71,3.02,0.67,3.33,32.4,38.6,26.72,32.63,24.48,41.45,16.25,16.56,1.58,2.59,95.25,10.03,2.47,12.53,89.92,1.37
2007,5,20,7.52,7.76,5.51,3.0,0.67,3.34,31.3,39.11,24.13,31.56,21.5,35.46,1.1,11.71,2.77,3.98,95.13,9.46,2.41,9.41,89.79,2.37
